Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Paperless Billing,Monthly Charges,Total Charges,Churn,Avg Monthly Spend,Tenure Group,Bill_Shock_Ratio,Total_Addon_Services,High_Risk_Security_Profile,Is_Auto_Pay,Cost_Per_Service,Multiple Lines_No,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Online Security_No,Online Security_No internet service,Online Security_Yes,Online Backup_No,Online Backup_No internet service,Online Backup_Yes,Device Protection_No,Device Protection_No internet service,Device Protection_Yes,Tech Support_No,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check
0,0,1,1,50,1,1,69.75,3557.7,0,71.15,5,0.98,0,1,1,69.75,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1,0,1,1,27,1,0,71.6,1957.1,0,72.49,3,0.988,3,0,1,17.9,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
0,0,1,0,62,1,0,23.65,1416.75,0,22.85,6,1.035,0,0,1,23.65,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
0,0,1,0,71,1,0,81.85,5924.4,0,83.44,6,0.981,5,0,1,13.64,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
1,0,0,0,66,1,0,25.1,1697.7,0,25.72,6,0.976,0,0,0,25.1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,0,1,1,68,1,1,114.7,7849.85,0,115.44,6,0.994,6,0,1,16.39,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
0,0,0,0,13,0,0,49.15,649.4,0,49.95,2,0.984,3,1,0,12.29,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1,0,1,0,56,1,1,80.9,4557.5,0,81.38,5,0.994,1,1,0,40.45,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,16,1,1,19.3,360.35,0,22.52,2,0.857,0,0,1,19.3,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
0,0,1,1,14,1,0,70.2,1046.5,0,74.75,2,0.939,0,1,0,70.2,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,0,0,8,1,0,54.25,447.75,0,55.97,1,0.969,2,0,1,18.08,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
0,0,1,1,43,1,1,99.3,4209.95,0,97.91,4,1.014,3,1,1,24.82,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
0,0,0,0,52,1,0,74.0,3877.65,0,74.57,5,0.992,4,0,1,14.8,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
1,0,0,0,3,1,1,50.25,152.3,0,50.77,1,0.99,1,0,0,25.12,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,0,29,1,1,19.8,572.2,0,19.73,3,1.004,0,0,0,19.8,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,0,1,1,16,0,1,35.5,552.7,0,34.54,2,1.028,1,1,1,17.75,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
0,0,0,0,40,1,1,80.75,3208.65,0,80.22,4,1.007,4,0,0,16.15,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
0,0,0,0,36,1,0,19.55,620.75,0,17.24,3,1.134,0,0,0,19.55,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,0,1,0,26,1,1,20.05,505.9,0,19.46,3,1.03,0,0,1,20.05,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
0,1,1,0,72,1,1,112.4,8046.85,0,111.76,6,1.006,5,0,0,18.73,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,1,0,34,1,0,50.2,1815.3,0,53.39,3,0.94,1,0,1,25.1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
1,0,0,0,10,1,0,62.25,612.95,0,61.3,1,1.015,3,0,1,15.56,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0
0,0,0,0,14,1,0,55.7,795.15,0,56.8,2,0.981,2,0,0,18.57,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
1,0,1,0,47,1,0,19.65,973.1,0,20.7,4,0.949,0,0,0,19.65,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,0,1,0,24,1,1,89.25,2210.2,0,92.09,2,0.969,3,0,0,22.31,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
1,1,0,0,20,1,0,54.0,1055.9,0,52.8,2,1.023,2,0,0,18.0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
1,0,0,0,22,0,0,56.75,1304.85,0,59.31,2,0.957,4,0,1,11.35,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
1,0,0,0,1,1,0,21.1,21.1,0,21.1,1,1.0,0,0,0,21.1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,0,1,1,59,1,1,96.65,5580.8,0,94.59,5,1.022,3,0,1,24.16,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
0,0,1,0,58,1,1,24.5,1497.9,0,25.83,5,0.949,0,0,1,24.5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,1,0,0,59,1,1,79.2,4590.35,0,77.8,5,1.018,1,1,1,39.6,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
0,0,1,1,3,1,1,69.55,200.2,0,66.73,1,1.042,0,1,0,69.55,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,0,32,1,1,20.05,614.45,0,19.2,3,1.044,0,0,1,20.05,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
1,1,1,0,46,1,1,98.85,4564.9,0,99.24,4,0.996,3,1,0,24.71,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1,0,1,1,0,1,0,25.75,25.75,0,25.75,1,1.0,0,0,0,25.75,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0,0,1,0,52,1,0,19.6,1012.4,0,19.47,5,1.007,0,0,1,19.6,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,32,1,0,87.65,2766.4,0,86.45,3,1.014,2,0,1,29.22,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,16,1,1,74.75,1129.35,0,70.58,2,1.059,0,1,1,74.75,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
0,0,0,0,51,1,0,107.45,5680.9,0,111.39,5,0.965,5,0,1,17.91,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
1,0,0,0,29,1,1,75.35,2243.9,0,77.38,3,0.974,4,0,1,15.07,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
1,0,1,0,70,1,0,64.95,4523.25,0,64.62,6,1.005,4,0,1,12.99,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
0,0,1,1,71,1,0,100.45,7159.7,0,100.84,6,0.996,4,0,0,20.09,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
1,0,1,0,41,1,0,68.5,2839.95,0,69.27,4,0.989,3,1,1,17.12,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
1,0,0,0,1,1,1,80.55,80.55,0,80.55,1,1.0,1,1,0,40.28,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
0,0,1,0,7,1,0,81.25,580.1,0,82.87,1,0.98,5,0,1,13.54,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
1,0,1,1,67,1,0,89.55,6038.55,0,90.13,6,0.994,3,0,0,22.39,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
1,0,1,1,5,1,1,55.7,259.4,0,51.88,1,1.074,1,0,0,27.85,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,1,15,1,1,24.8,324.15,0,21.61,2,1.148,0,0,0,24.8,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0,0,1,1,20,1,0,20.0,417.65,0,20.88,2,0.958,0,0,0,20.0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1,0,1,1,54,1,1,105.2,5637.85,0,104.4,5,1.008,4,0,0,21.04,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1,0,0,0,42,1,1,19.55,839.4,0,19.99,4,0.978,0,0,0,19.55,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,0,1,0,9,1,1,79.75,769.1,0,85.46,1,0.933,1,1,0,39.88,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,63,1,0,97.45,6253.0,0,99.25,6,0.982,3,1,1,24.36,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
0,0,1,0,69,1,0,24.25,1641.8,0,23.79,6,1.019,0,0,1,24.25,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
0,0,0,0,69,1,0,24.6,1678.05,0,24.32,6,1.012,0,0,1,24.6,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1,0,1,0,40,1,1,50.15,2058.5,0,51.46,4,0.975,1,1,0,25.08,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,0,60,0,0,39.6,2424.5,0,40.41,5,0.98,3,0,1,9.9,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
0,1,0,0,71,1,0,89.85,6293.45,0,88.64,6,1.014,6,0,0,12.84,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,1,0,32,1,1,98.85,3145.9,0,98.31,3,1.005,3,1,1,24.71,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
1,0,0,0,39,1,1,53.85,2200.7,0,56.43,4,0.954,1,0,1,26.92,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
0,0,0,0,38,1,1,24.25,914.4,0,24.06,4,1.008,0,0,0,24.25,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,52,1,1,89.45,4577.75,0,88.03,5,1.016,2,1,1,29.82,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
0,0,1,1,48,1,1,105.25,4997.5,0,104.11,4,1.011,4,0,1,21.05,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
1,0,1,0,70,0,0,59.5,4144.8,0,59.21,6,1.005,5,0,1,9.92,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
1,0,0,0,20,1,0,70.55,1493.55,0,74.68,2,0.945,0,1,1,70.55,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
0,0,0,0,50,1,1,82.5,4179.1,0,83.58,5,0.987,5,0,1,13.75,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
1,0,1,0,25,1,1,61.6,1611.0,0,64.44,3,0.956,3,0,1,15.4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1,0,0,0,12,1,1,49.05,593.05,0,49.42,1,0.993,1,1,1,24.52,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,23,1,1,66.25,1533.8,0,66.69,2,0.993,4,0,0,13.25,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
1,0,0,0,27,1,1,19.4,529.8,0,19.62,3,0.989,0,0,0,19.4,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1,1,0,0,47,1,1,86.05,3865.6,0,82.25,4,1.046,1,1,1,43.02,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
1,0,1,1,26,1,1,19.15,515.75,0,19.84,3,0.965,0,0,1,19.15,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1,0,0,1,2,1,0,19.25,48.35,0,24.18,1,0.796,0,0,0,19.25,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,0,1,1,26,1,0,81.95,2070.05,0,79.62,3,1.029,2,0,0,27.32,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,1,1,0,72,1,1,114.65,8333.95,0,115.75,6,0.99,6,0,1,16.38,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
0,0,1,1,63,1,0,20.0,1209.25,0,19.19,6,1.042,0,0,1,20.0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1,0,1,1,71,1,0,19.8,1396.25,0,19.67,6,1.007,0,0,0,19.8,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,0,1,1,11,1,1,65.15,723.35,0,65.76,1,0.991,2,0,1,21.72,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
1,1,1,0,14,1,0,19.65,228.65,0,16.33,2,1.203,0,0,0,19.65,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,0,0,0,13,1,0,88.95,1161.75,0,89.37,2,0.995,6,0,1,12.71,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1,0,0,1,6,1,1,20.2,98.35,0,16.39,1,1.232,0,0,0,20.2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1,1,1,1,11,1,1,75.2,775.3,0,70.48,1,1.067,0,1,1,75.2,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1,0,1,0,18,1,0,56.8,1074.65,0,59.7,2,0.951,1,1,1,28.4,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
0,0,1,0,32,1,1,75.5,2324.7,0,72.65,3,1.039,1,0,1,37.75,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1,0,0,0,29,0,0,35.6,1072.6,0,36.99,3,0.962,2,0,0,11.87,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
0,0,0,0,3,1,1,60.25,170.5,0,56.83,1,1.06,1,1,0,30.12,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
0,0,0,0,41,0,1,40.35,1677.85,0,40.92,4,0.986,2,1,0,13.45,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,1,1,0,18.85,18.85,0,18.85,1,1.0,0,0,0,18.85,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1,0,0,0,7,1,0,54.85,370.4,0,52.91,1,1.037,1,1,0,27.42,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
0,0,1,0,52,1,1,64.3,3410.6,0,65.59,5,0.98,3,0,0,16.08,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
0,0,1,1,45,1,1,24.65,1138.8,0,25.31,4,0.974,0,0,1,24.65,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
1,0,1,0,70,1,0,76.1,5264.25,0,75.2,6,1.012,4,0,1,15.22,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0
0,0,0,0,53,1,0,18.7,1005.7,0,18.98,5,0.985,0,0,0,18.7,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0,1,1,0,62,1,1,97.95,5936.55,0,95.75,6,1.023,3,1,1,24.49,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
0,0,1,0,60,1,1,94.1,5475.9,0,91.26,5,1.031,3,0,1,23.52,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
0,1,1,0,23,1,1,95.1,2326.05,0,101.13,2,0.94,3,0,0,23.78,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,0,0,67,1,1,72.35,4991.5,0,74.5,6,0.971,4,0,1,14.47,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
0,1,1,0,71,1,1,82.7,5831.2,0,82.13,6,1.007,5,0,1,13.78,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,25,1,0,19.9,510.8,0,20.43,3,0.974,0,0,1,19.9,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0,5,1,1,53.8,283.95,0,56.79,1,0.947,1,0,0,26.9,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,0,26,1,1,51.55,1295.4,0,49.82,3,1.035,0,1,1,51.55,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1,0,1,0,1,1,0,19.65,19.65,0,19.65,1,1.0,0,0,0,19.65,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,1,0,0,70,0,1,44.05,3011.65,0,43.02,6,1.024,3,1,1,11.01,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
1,0,1,1,72,1,1,114.0,8093.15,0,112.4,6,1.014,6,0,0,16.29,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,1,1,32,1,1,100.4,3217.65,0,100.55,3,0.999,3,1,0,25.1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,0,0,14,1,1,54.25,773.2,0,55.23,2,0.982,1,1,0,27.12,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
0,0,0,0,13,1,1,80.0,1029.35,0,79.18,2,1.01,1,0,1,40.0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
0,0,0,0,46,1,0,79.2,3593.8,0,78.13,4,1.014,4,0,0,15.84,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1,1,1,0,43,1,1,94.3,3953.15,0,91.93,4,1.026,3,0,0,23.58,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
1,0,0,0,39,1,1,49.8,1971.15,0,50.54,4,0.985,1,0,1,24.9,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0
1,0,0,0,57,0,1,53.75,3196.0,0,56.07,5,0.959,4,0,0,10.75,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,1,0,53,1,1,93.45,4872.2,0,91.93,5,1.017,3,0,0,23.36,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1,0,1,1,18,1,1,87.9,1500.5,0,83.36,2,1.054,3,0,0,21.98,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
0,0,1,0,58,1,1,61.05,3478.75,0,59.98,5,1.018,2,0,1,20.35,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
0,1,0,0,71,1,0,104.05,7413.55,0,104.42,6,0.996,3,1,1,26.01,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
0,0,0,0,35,1,1,99.25,3532.0,0,100.91,3,0.984,4,0,0,19.85,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1,0,0,0,3,1,0,85.7,256.75,0,85.58,1,1.001,2,1,1,28.57,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1,0,0,0,38,1,1,104.85,3887.25,0,102.3,4,1.025,4,0,0,20.97,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1,0,1,0,35,1,1,69.15,2490.15,0,71.15,3,0.972,4,0,1,13.83,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
0,0,0,0,47,1,0,74.45,3510.3,0,74.69,4,0.997,4,0,0,14.89,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
0,0,0,0,14,1,0,50.45,765.45,0,54.68,2,0.923,1,1,0,25.22,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,1,1,0,20,1,1,60.0,1259.35,0,62.97,2,0.953,2,1,0,20.0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,0,1,0,66,1,0,85.25,5538.35,0,83.91,6,1.016,5,0,0,14.21,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,1,0,15,1,1,19.45,340.85,0,22.72,2,0.856,0,0,1,19.45,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0,0,0,0,42,1,1,20.75,844.45,0,20.11,4,1.032,0,0,1,20.75,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
0,0,1,0,17,1,0,78.9,1348.95,0,79.35,2,0.994,1,0,0,39.45,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
